CPF,Tipo de Financiamento,Valor Financiado,Número de Parcelas,Valor da Parcela,Taxa de Juros (%),Tem Seguro?,Instituição Financeira,Data de Início,Data de Término,Número de Parcelas Pagas,Número de Parcelas em Atraso,Tem Reajuste Anual?,Valor da Entrada
890.354.172-32,Imóvel,923636,286,3229.4965034965035,1.77,Sim,Santos Sousa - EI,30/10/2020,09/04/2039,60,4,Sim,91808
496.735.821-73,Veículo,224747,97,2316.979381443299,9.6,Não,Mendonça,11/10/2022,27/08/2044,89,5,Não,15481
748.156.392-64,Imóvel,915024,210,4357.257142857143,2.47,Sim,Sampaio,17/11/2022,22/11/2041,210,10,Não,30954
145.936.280-24,Imóvel,734695,202,3637.10396039604,2.51,Sim,Rocha da Paz Ltda.,08/01/2021,06/12/2048,66,9,Sim,61743
038.752.196-86,Imóvel,588708,212,2776.9245283018868,3.89,Sim,Vargas,10/10/2024,03/05/2049,25,11,Sim,57016
457.932.681-46,Imóvel,623495,186,3352.1236559139784,3.13,Sim,Andrade Leão - EI,11/07/2024,21/05/2052,96,6,Não,34462
092.457.368-65,Imóvel,913440,343,2663.0903790087464,2.95,Sim,da Conceição Cunha - ME,29/03/2025,19/12/2028,290,6,Sim,24459
641.978.302-03,Imóvel,894656,279,3206.652329749104,1.55,Sim,Rodrigues,08/12/2023,14/02/2035,85,11,Sim,53486
098.714.365-48,Veículo,429048,274,1565.8686131386862,8.24,Sim,Aragão Monteiro S.A.,29/09/2023,01/06/2038,241,0,Sim,49712
065.824.317-90,Imóvel,821320,97,8467.216494845361,3.45,Sim,Moura,17/08/2020,03/02/2038,76,6,Não,86033
425.193.087-88,Imóvel,504892,68,7424.882352941177,2.74,Sim,Moreira,01/10/2023,23/05/2040,31,11,Não,61162
463.027.985-74,Veículo,166087,31,5357.645161290323,6.74,Sim,Freitas,14/05/2023,25/12/2032,6,12,Sim,67906
163.928.705-12,Imóvel,933271,196,4761.586734693878,2.86,Sim,Pires,09/02/2024,07/02/2028,3,11,Não,93884
380.657.492-83,Imóvel,686087,307,2234.811074918566,3.59,Sim,Porto Jesus Ltda.,19/07/2020,18/01/2034,240,12,Sim,41089
283.754.109-50,Imóvel,573645,148,3875.9797297297296,4.65,Sim,da Conceição,04/01/2021,23/01/2040,103,8,Não,22918
956.043.128-51,Imóvel,692921,212,3268.495283018868,1.21,Sim,Melo,11/04/2024,13/07/2054,47,2,Sim,92673
407.839.516-39,Veículo,181835,20,9091.75,9.1,Não,Barros Gonçalves - EI,22/01/2021,26/12/2034,11,2,Não,45494
468.921.753-09,Veículo,300259,220,1364.8136363636363,8.66,Não,Costela,05/07/2023,16/03/2035,219,2,Sim,80448
364.517.028-62,Imóvel,536362,27,19865.25925925926,3.78,Sim,Barros - ME,04/01/2022,15/02/2037,11,6,Sim,30824
423.681.579-64,Imóvel,536157,319,1680.742946708464,2.45,Sim,Alves,07/09/2021,01/01/2029,247,3,Não,70427
915.734.860-00,Veículo,110113,49,2247.204081632653,7.86,Sim,Lopes - EI,08/07/2022,24/12/2050,33,0,Não,74277
079.364.521-25,Imóvel,946588,18,52588.22222222222,1.28,Sim,Araújo e Filhos,25/02/2022,15/09/2049,14,0,Não,16917
617.509.423-99,Veículo,284570,138,2062.1014492753625,6.98,Sim,Vargas,07/02/2023,04/02/2043,53,8,Não,20572
352.189.467-37,Imóvel,772399,226,3417.6946902654868,4.62,Sim,Pinto,24/11/2021,06/08/2036,90,6,Sim,61684
217.569.438-00,Veículo,490115,162,3025.401234567901,8.5,Não,Santos Cassiano S.A.,07/04/2023,12/01/2054,140,8,Não,91522
791.250.864-30,Veículo,200498,164,1222.5487804878048,6.15,Sim,Martins,02/04/2021,19/03/2030,147,1,Sim,39477
753.126.098-03,Imóvel,914180,333,2745.285285285285,2.85,Sim,Borges,06/01/2022,02/12/2044,22,0,Sim,78986
892.367.104-50,Imóvel,685132,123,5570.178861788618,3.75,Sim,Cirino,17/07/2024,29/07/2041,10,0,Sim,44676
067.412.935-07,Veículo,253856,196,1295.1836734693877,9.26,Não,Garcia,20/07/2023,04/01/2042,185,6,Sim,52728
206.895.473-74,Veículo,134183,340,394.6558823529412,9.53,Sim,Novaes,26/06/2023,16/10/2033,220,6,Não,16605
861.250.379-59,Imóvel,682647,240,2844.3625,1.03,Sim,da Rocha,26/11/2021,16/02/2049,227,4,Sim,79551
652.174.308-26,Veículo,68561,208,329.6201923076923,5.49,Sim,Cavalcante Vasconcelos - ME,05/05/2025,10/02/2045,185,10,Sim,41858
457.381.069-20,Imóvel,607268,356,1705.808988764045,1.41,Sim,Aparecida Campos S/A,20/04/2023,24/10/2031,155,6,Sim,60095
109.563.248-51,Veículo,116240,318,365.5345911949685,7.53,Não,Barbosa,22/06/2021,23/11/2047,108,3,Sim,66455
593.618.270-30,Imóvel,887180,93,9539.56989247312,2.09,Sim,Martins,17/06/2024,22/05/2027,37,4,Sim,41039
835.906.214-51,Veículo,225425,351,642.2364672364672,5.31,Sim,Vargas S/A,21/06/2023,23/02/2030,348,8,Sim,76835
934.712.806-69,Veículo,164738,99,1664.020202020202,9.87,Sim,Barbosa,08/07/2023,29/01/2034,74,7,Não,97090
210.653.479-52,Imóvel,885860,282,3141.3475177304963,2.0,Sim,Albuquerque Fonseca S/A,25/08/2023,09/10/2045,272,9,Sim,26066
194.308.576-57,Imóvel,707317,341,2074.2434017595306,2.08,Sim,Vasconcelos Vieira Ltda.,07/08/2022,21/07/2044,115,3,Sim,84853
036.251.798-30,Imóvel,581230,142,4093.169014084507,1.11,Sim,Farias,26/06/2023,17/10/2032,63,8,Sim,30794
152.894.763-00,Veículo,410945,232,1771.3146551724135,6.67,Não,Melo Pastor Ltda.,12/05/2021,26/02/2029,71,12,Sim,22029
814.567.930-39,Veículo,411887,162,2542.5123456790125,7.26,Sim,Vieira - EI,01/12/2020,19/11/2035,129,12,Não,46194
489.031.562-42,Veículo,387635,286,1355.3671328671328,6.33,Sim,Rios da Cruz Ltda.,19/06/2020,11/04/2033,117,2,Não,11119
849.326.057-65,Veículo,86652,311,278.6237942122186,9.78,Não,Camargo - EI,25/08/2020,06/10/2025,82,4,Não,73708
712.960.584-76,Veículo,60852,176,345.75,9.17,Não,Lima,15/03/2023,25/04/2027,3,2,Sim,69322
693.215.407-25,Veículo,138317,300,461.0566666666667,9.57,Não,Nunes Rezende - ME,24/10/2020,08/04/2047,152,3,Não,23364
749.135.206-52,Imóvel,555898,302,1840.721854304636,3.71,Sim,Fernandes S.A.,03/11/2023,24/02/2026,115,0,Sim,37103
218.675.043-08,Veículo,133572,75,1780.96,5.28,Sim,Costela,27/06/2022,16/10/2029,10,10,Não,14402
619.380.742-03,Imóvel,582282,324,1797.1666666666667,4.75,Sim,Castro,22/04/2024,26/06/2034,137,4,Não,17681
860.713.254-71,Veículo,100569,130,773.6076923076923,8.32,Não,Dias,16/08/2021,03/02/2031,111,12,Não,32646
563.094.827-00,Veículo,393827,245,1607.4571428571428,9.05,Sim,Porto Santos S.A.,26/12/2024,29/03/2037,206,8,Sim,21898
538.096.724-83,Imóvel,540216,244,2214.0,1.65,Sim,Camargo Vasconcelos Ltda.,03/06/2022,01/03/2034,138,11,Não,46361
073.649.582-74,Veículo,450058,35,12858.8,5.58,Sim,Melo S/A,23/12/2021,08/01/2052,4,3,Sim,70399
630.529.147-07,Imóvel,706816,240,2945.0666666666666,4.52,Sim,Cassiano S/A,07/11/2024,12/06/2050,75,2,Não,58511
469.128.735-37,Veículo,269979,207,1304.2463768115942,8.12,Não,Monteiro,25/01/2023,06/09/2046,114,0,Não,76170
238.059.647-65,Veículo,196900,321,613.3956386292834,7.15,Não,Borges,11/02/2023,21/06/2032,152,8,Não,32027
620.157.934-61,Veículo,54787,71,771.6478873239437,6.76,Sim,Ribeiro,11/08/2024,21/05/2029,50,1,Sim,38044
387.642.159-46,Imóvel,656970,77,8532.077922077922,2.69,Sim,Ramos Ltda.,27/06/2021,20/02/2053,15,6,Não,73259
673.284.901-87,Imóvel,592376,130,4556.738461538462,4.5,Sim,da Luz,17/05/2022,17/03/2045,10,4,Não,32525
089.673.152-95,Imóvel,587206,21,27962.19047619048,4.31,Sim,Abreu Sales - EI,13/12/2020,21/10/2046,19,4,Sim,28149
837.502.469-47,Imóvel,651671,116,5617.853448275862,4.48,Sim,Fonseca e Filhos,15/09/2024,04/05/2043,13,7,Sim,87622
578.432.016-53,Veículo,118309,130,910.0692307692308,8.2,Sim,Siqueira,14/07/2024,01/04/2041,89,0,Não,24418
326.817.540-62,Veículo,80301,321,250.15887850467288,6.67,Sim,Cardoso e Filhos,29/12/2020,30/12/2052,275,6,Sim,86454
502.986.341-98,Veículo,318775,44,7244.886363636364,9.31,Não,Mendonça S.A.,25/09/2024,25/09/2044,40,7,Não,78811
438.906.127-50,Veículo,209372,299,700.2408026755853,7.71,Não,Lopes - EI,15/07/2021,18/08/2051,173,12,Não,39268
251.376.089-12,Imóvel,561072,255,2200.2823529411767,4.43,Sim,Martins e Filhos,29/11/2020,24/04/2043,185,7,Não,42236
430.196.857-10,Veículo,318433,222,1434.382882882883,8.8,Não,Porto,04/05/2021,22/10/2039,216,1,Não,61561
326.185.047-71,Imóvel,807648,304,2656.736842105264,4.04,Sim,Nunes - ME,12/06/2020,07/05/2037,290,11,Não,34643
814.720.695-01,Imóvel,705270,204,3457.205882352941,2.49,Sim,Freitas e Filhos,13/12/2024,25/04/2048,0,5,Não,40629
341.670.582-35,Veículo,227706,26,8757.923076923076,7.63,Não,Leão Rezende S/A,05/06/2020,27/10/2030,13,9,Não,66417
285.619.374-91,Imóvel,868768,332,2616.7710843373493,2.24,Sim,Sá,18/05/2021,09/07/2054,157,12,Não,33415
842.037.519-50,Veículo,69838,69,1012.144927536232,9.55,Sim,Viana,06/11/2023,18/01/2052,24,1,Sim,84265
485.163.927-91,Veículo,78514,34,2309.235294117647,9.74,Sim,Borges,30/11/2024,05/03/2050,17,7,Não,32726
832.796.140-31,Veículo,268715,259,1037.5096525096526,9.7,Não,Carvalho Ribeiro S/A,26/11/2020,21/03/2038,209,3,Sim,74130
072.834.156-53,Veículo,444159,212,2095.0896226415093,7.4,Sim,Duarte Caldeira S.A.,10/07/2023,18/05/2045,65,10,Sim,71069
659.210.478-30,Veículo,464123,111,4181.288288288289,9.7,Sim,Leão,19/06/2020,03/05/2033,3,12,Sim,15564
805.712.964-67,Veículo,391055,33,11850.151515151516,8.16,Sim,Melo e Filhos,30/08/2021,15/09/2051,27,12,Sim,38618
031.965.872-40,Imóvel,617624,193,3200.124352331606,4.15,Sim,Marques,06/07/2023,28/09/2047,71,2,Sim,29555
681.730.295-12,Imóvel,765984,47,16297.531914893618,4.14,Sim,Castro,05/11/2024,28/06/2030,0,7,Não,28119
038.971.642-13,Veículo,432735,89,4862.191011235955,6.94,Não,Moreira,14/08/2024,17/01/2054,54,2,Sim,42046
269.843.107-50,Veículo,132657,145,914.8758620689656,7.61,Sim,Dias Mendes e Filhos,01/08/2023,20/01/2026,19,9,Não,95267
137.046.598-00,Veículo,159107,317,501.9148264984227,9.88,Não,Silva Ramos e Filhos,27/12/2020,23/08/2047,250,12,Não,45590
180.657.239-77,Imóvel,511761,254,2014.8070866141727,3.87,Sim,Pastor S/A,24/02/2022,21/06/2045,187,0,Sim,90096
231.459.786-91,Imóvel,974867,326,2990.3895705521472,2.35,Sim,Lopes,13/04/2021,01/08/2054,166,10,Sim,44605
735.910.246-43,Veículo,321587,343,937.5714285714286,8.42,Não,Andrade,12/12/2024,04/03/2028,246,9,Não,42417
371.256.409-07,Veículo,178105,25,7124.2,7.02,Sim,Moreira,07/02/2024,02/02/2042,13,5,Não,24807
435.716.028-62,Imóvel,615408,179,3438.0335195530724,3.63,Sim,Teixeira S.A.,30/07/2020,21/03/2041,84,8,Sim,91254
730.824.195-50,Veículo,149788,256,585.109375,8.8,Não,Lima Machado S.A.,15/03/2025,09/03/2055,117,9,Não,37006
432.179.068-96,Imóvel,628461,247,2544.3765182186235,3.51,Sim,Ribeiro,11/02/2024,06/06/2048,79,3,Sim,46711
865.932.107-30,Veículo,168906,52,3248.192307692308,6.0,Sim,Jesus,19/07/2020,22/02/2055,1,6,Sim,97102
891.370.462-50,Imóvel,703783,21,33513.47619047619,2.59,Sim,Jesus S.A.,20/07/2024,12/11/2039,11,2,Sim,23628
791.068.453-39,Veículo,497238,239,2080.4937238493726,7.33,Sim,Alves Cardoso - EI,05/02/2023,20/11/2032,130,1,Não,61078
673.982.451-73,Imóvel,768235,83,9255.843373493975,4.12,Sim,Martins,11/08/2021,04/09/2044,29,7,Não,42280
843.197.562-82,Imóvel,901819,273,3303.3663003663005,4.67,Sim,Costela,21/03/2021,07/01/2027,195,2,Não,32693
405.317.296-99,Imóvel,595947,246,2422.548780487805,1.97,Sim,Fogaça Albuquerque Ltda.,20/01/2021,05/08/2028,177,4,Sim,79704
163.590.842-60,Veículo,209556,191,1097.151832460733,8.83,Sim,da Costa,07/11/2020,22/09/2029,80,7,Sim,73767
534.916.807-00,Imóvel,733944,53,13848.0,2.57,Sim,Jesus,09/05/2021,18/09/2046,41,0,Não,49797
124.586.973-64,Imóvel,773544,266,2908.06015037594,1.73,Sim,Alves Marques e Filhos,19/07/2020,26/05/2041,154,6,Não,33937
421.379.806-22,Veículo,113638,99,1147.858585858586,6.25,Não,Moura Ltda.,01/03/2024,25/09/2037,24,8,Sim,94476
056.384.912-60,Imóvel,574400,104,5523.076923076923,3.57,Sim,Cavalcanti,24/09/2020,22/08/2045,82,12,Não,95316
263.574.190-52,Veículo,475973,310,1535.3967741935485,8.39,Não,Correia Viana - EI,21/02/2025,23/07/2046,79,2,Sim,62956
472.109.386-13,Imóvel,914141,295,3098.7830508474576,3.28,Sim,Moreira,28/01/2024,22/03/2026,195,8,Sim,21322
792.351.846-73,Imóvel,869790,163,5336.134969325153,1.33,Sim,Macedo,08/06/2021,10/05/2044,85,8,Não,29243
760.891.523-40,Veículo,105915,234,452.62820512820514,6.4,Sim,Lopes e Filhos,30/03/2022,24/03/2040,142,3,Sim,98108
976.134.802-40,Imóvel,730605,177,4127.71186440678,4.09,Sim,Cavalcanti Ltda.,17/08/2022,07/09/2034,99,10,Não,53394
248.697.510-11,Imóvel,825113,263,3137.3117870722435,2.95,Sim,Fernandes Ltda.,28/02/2021,04/08/2045,220,8,Não,15888
105.479.326-34,Veículo,168315,198,850.0757575757576,5.12,Sim,Silveira - EI,13/09/2021,15/03/2027,154,6,Sim,70088
485.032.619-60,Imóvel,588708,346,1701.4682080924856,4.47,Sim,Abreu,12/07/2020,12/04/2044,94,6,Sim,58712
364.589.102-15,Veículo,446333,238,1875.3487394957983,7.45,Não,Melo,27/01/2021,15/12/2036,228,2,Não,96378
673.910.584-75,Imóvel,946972,219,4324.07305936073,1.76,Sim,Ramos,05/11/2023,24/06/2043,178,7,Não,44370
782.351.906-21,Imóvel,958971,183,5240.278688524591,2.64,Sim,Martins Fonseca e Filhos,02/12/2022,12/12/2037,174,6,Não,40748
269.301.574-06,Imóvel,535020,323,1656.40866873065,3.52,Sim,Aragão - EI,05/11/2023,11/04/2047,161,8,Sim,45499
649.580.372-92,Veículo,269940,185,1459.1351351351352,9.84,Sim,Duarte Castro - ME,27/10/2020,05/10/2031,184,11,Não,66190
264.108.395-70,Imóvel,646795,164,3943.871951219512,1.89,Sim,Garcia,17/11/2020,01/12/2033,61,8,Não,84561
284.097.653-65,Veículo,139408,197,707.6548223350254,6.01,Sim,Pimenta Costa e Filhos,14/05/2021,17/02/2039,110,2,Sim,49599
943.027.851-79,Imóvel,657422,53,12404.188679245282,1.59,Sim,Barbosa,09/03/2025,08/04/2031,20,4,Não,58625
438.102.597-05,Imóvel,575632,207,2780.830917874396,3.7,Sim,Castro Nogueira S.A.,18/12/2022,05/07/2044,96,6,Sim,94556
984.673.012-87,Veículo,57513,245,234.74693877551024,8.6,Não,das Neves,30/03/2024,20/04/2046,170,1,Não,56681
625.189.073-86,Imóvel,845025,188,4494.813829787234,4.67,Sim,da Conceição S.A.,16/03/2021,14/11/2044,65,6,Não,31180
743.012.956-07,Veículo,206088,332,620.7469879518072,6.74,Sim,Barbosa,07/05/2024,23/04/2033,142,11,Não,96981
520.967.381-21,Veículo,337816,197,1714.802030456853,5.29,Sim,Araújo Ltda.,18/10/2021,23/12/2049,194,12,Não,90648
037.865.924-38,Veículo,132139,330,400.42121212121214,6.47,Não,da Cunha,15/01/2023,30/06/2048,284,4,Não,58513
836.250.471-44,Imóvel,983918,130,7568.6,4.02,Sim,da Paz Peixoto Ltda.,14/08/2020,21/12/2034,54,2,Sim,28091
157.603.298-12,Veículo,122021,89,1371.0224719101125,8.53,Não,Novaes,08/08/2022,16/12/2039,48,2,Sim,76881
051.237.869-02,Imóvel,572311,193,2965.3419689119173,3.33,Sim,da Mata,11/01/2023,17/12/2041,146,7,Não,87222
106.439.527-99,Veículo,437014,173,2526.092485549133,7.35,Não,Cassiano da Cruz e Filhos,30/08/2021,21/02/2046,155,2,Sim,57251
684.591.320-05,Veículo,149232,19,7854.315789473684,5.15,Não,Casa Grande,26/10/2021,17/07/2037,10,11,Não,68077
184.307.659-48,Imóvel,752611,252,2986.5515873015875,4.01,Sim,Silva S/A,02/03/2023,18/09/2050,118,7,Sim,72727
216.738.950-77,Veículo,486882,124,3926.467741935484,7.18,Não,Lima da Rocha - EI,07/08/2024,13/07/2041,36,5,Não,23820
142.398.067-04,Veículo,306163,205,1493.4780487804878,6.69,Sim,da Mota - ME,26/10/2024,30/09/2036,91,2,Sim,71192
196.870.352-77,Veículo,237456,181,1311.9116022099447,9.73,Sim,da Mota - EI,13/07/2020,15/04/2052,167,4,Sim,34555
520.841.936-05,Imóvel,749038,277,2704.1083032490974,3.38,Sim,da Conceição Silva e Filhos,28/06/2022,15/03/2054,106,4,Não,64732
184.506.239-60,Veículo,193576,31,6244.387096774193,8.21,Não,Nunes,15/09/2020,18/02/2051,7,12,Sim,54166
028.435.179-23,Veículo,282428,131,2155.93893129771,6.9,Não,Costela S.A.,19/03/2024,12/07/2026,117,2,Sim,98104
180.692.437-40,Imóvel,631112,58,10881.241379310344,1.79,Sim,da Rosa,23/03/2024,08/10/2050,4,1,Não,82160
036.895.271-12,Imóvel,618197,166,3724.078313253012,3.9,Sim,Costa Pinto S/A,04/04/2022,25/07/2030,43,6,Sim,31418
207.948.635-74,Imóvel,867444,271,3200.9003690036902,2.16,Sim,Cirino Moraes - ME,02/08/2024,09/08/2050,95,9,Não,59964
501.672.398-21,Imóvel,779281,34,22920.029411764703,4.36,Sim,Brito Mendonça S.A.,25/09/2023,08/04/2053,24,3,Sim,31634
304.219.758-14,Imóvel,700661,161,4351.931677018633,1.84,Sim,Cunha,28/01/2025,27/09/2038,21,11,Não,86238
481.539.762-73,Veículo,241551,184,1312.7771739130435,5.11,Sim,Vieira,01/10/2022,30/04/2053,48,9,Não,94981
203.586.149-70,Veículo,136418,294,464.0068027210884,7.17,Não,Monteiro,08/03/2022,19/03/2046,229,0,Sim,47066
704.291.683-22,Veículo,353426,170,2078.9764705882358,5.32,Não,Carvalho,08/12/2024,18/02/2035,75,6,Não,82510
097.256.438-10,Veículo,460957,162,2845.4135802469136,7.48,Sim,Guerra,16/03/2021,27/02/2039,55,2,Sim,59543
049.863.572-47,Veículo,106073,115,922.3739130434784,9.88,Não,Sampaio,16/06/2022,28/04/2040,61,4,Não,95032
328.765.194-37,Veículo,113816,118,964.542372881356,5.86,Sim,Sales,23/05/2021,26/07/2032,102,6,Sim,81737
802.367.459-56,Veículo,138689,350,396.2542857142857,8.16,Sim,Pires,08/01/2024,19/10/2045,145,1,Não,54610
953.814.067-20,Imóvel,653357,206,3171.635922330097,3.28,Sim,Lopes,28/09/2022,02/10/2030,137,4,Sim,84669
784.319.625-00,Imóvel,553697,338,1638.1568047337278,1.96,Sim,Barbosa Farias e Filhos,05/09/2021,21/11/2045,142,4,Sim,89544
356.180.274-53,Imóvel,551388,356,1548.8426966292134,3.23,Sim,Nascimento - ME,19/07/2020,29/08/2033,100,1,Não,56064
167.238.904-69,Imóvel,645048,138,4674.260869565217,1.58,Sim,da Rocha Melo S.A.,11/07/2024,27/07/2034,35,0,Não,62793
481.072.563-44,Imóvel,920310,200,4601.55,1.07,Sim,Marques Porto - EI,10/11/2023,15/04/2036,47,8,Sim,27315
182.630.457-62,Imóvel,994716,84,11841.857142857143,2.31,Sim,Pereira,20/07/2024,18/01/2048,84,8,Não,65304
850.963.712-12,Imóvel,788754,212,3720.537735849056,2.93,Sim,Campos Ltda.,24/06/2022,31/03/2034,128,7,Sim,84349
695.820.174-49,Veículo,168363,230,732.0130434782609,8.86,Sim,Sales - EI,16/07/2021,14/12/2036,180,8,Sim,15243
602.437.589-10,Veículo,396231,48,8254.8125,5.39,Não,Pacheco e Filhos,18/05/2024,02/07/2034,22,4,Não,41009
063.879.214-22,Imóvel,775307,125,6202.456,1.34,Sim,Cavalcanti,14/04/2021,18/09/2047,25,3,Sim,66301
170.645.239-06,Imóvel,637216,33,19309.57575757576,1.62,Sim,Viana,06/02/2022,24/11/2030,11,10,Sim,54013
860.524.913-70,Imóvel,908343,191,4755.722513089006,1.19,Sim,da Mata,11/11/2023,05/01/2054,19,6,Sim,10497
271.968.530-59,Veículo,199630,183,1090.8743169398906,8.3,Não,Vargas Gomes - EI,22/07/2022,20/03/2044,22,11,Não,96983
639.574.028-83,Veículo,215083,59,3645.4745762711855,9.77,Não,Cavalcanti,18/11/2021,06/06/2027,4,8,Não,31301
140.396.827-69,Imóvel,556879,302,1843.9701986754967,2.36,Sim,Melo - EI,12/05/2021,29/05/2046,245,4,Não,73916
231.087.569-40,Veículo,180769,312,579.3878205128206,7.27,Não,Campos,11/06/2024,08/08/2033,205,5,Sim,69101
536.914.270-06,Imóvel,599308,179,3348.08938547486,1.36,Sim,Silveira,20/09/2023,15/05/2049,30,12,Não,35207
639.820.541-33,Veículo,243547,113,2155.283185840708,6.95,Sim,Campos Souza S/A,27/05/2022,08/10/2029,89,1,Sim,56843
234.017.896-78,Veículo,265538,342,776.4269005847954,5.02,Sim,Teixeira,01/07/2021,10/05/2048,260,11,Não,99798
963.420.185-70,Veículo,180311,109,1654.2293577981652,5.77,Não,Souza,08/05/2021,12/11/2054,54,0,Sim,20218
094.321.576-52,Imóvel,971045,182,5335.412087912088,4.5,Sim,Garcia - EI,30/05/2020,12/07/2045,31,6,Não,51332
603.879.241-40,Veículo,51645,196,263.4948979591837,7.09,Sim,Novaes Sá e Filhos,14/08/2023,06/07/2044,33,3,Sim,38702
094.863.715-39,Veículo,90146,14,6439.0,8.89,Não,Nogueira,03/05/2021,01/03/2054,2,5,Sim,79465
142.675.389-64,Imóvel,612084,12,51007.0,4.27,Sim,Rocha,19/01/2023,16/02/2049,3,11,Não,11184
410.937.825-79,Imóvel,732798,60,12213.3,3.86,Sim,Barros Gonçalves - EI,03/06/2021,29/04/2034,45,6,Não,75269
846.053.291-70,Imóvel,681049,226,3013.491150442478,1.29,Sim,Teixeira,03/07/2024,01/09/2037,43,6,Sim,26840
631.742.085-80,Veículo,67763,329,205.96656534954408,9.9,Sim,Azevedo da Rosa S.A.,03/11/2021,17/01/2043,187,9,Sim,26429
953.607.281-59,Imóvel,830341,99,8387.282828282829,5.0,Sim,Albuquerque,20/03/2021,24/08/2043,72,9,Sim,96969
306.897.152-77,Imóvel,654748,204,3209.549019607843,1.32,Sim,Camargo da Rosa - EI,11/02/2022,18/12/2054,5,8,Sim,52344
276.483.051-35,Imóvel,972905,199,4888.969849246231,3.09,Sim,Pereira,26/01/2022,20/10/2051,109,8,Sim,17822
802.459.376-92,Veículo,155988,329,474.1276595744681,8.28,Sim,Moura Gomes S.A.,01/07/2021,07/12/2045,7,9,Sim,46289
564.123.987-91,Imóvel,904750,140,6462.5,1.65,Sim,Rocha Ltda.,10/08/2022,11/03/2049,27,5,Não,49641
781.245.036-80,Imóvel,579527,212,2733.617924528302,2.72,Sim,Garcia S.A.,24/06/2021,21/09/2050,147,0,Sim,36131
284.517.096-30,Imóvel,752861,32,23526.90625,3.45,Sim,Borges,22/06/2022,22/05/2030,17,10,Sim,54788
549.736.810-75,Veículo,331822,154,2154.688311688312,5.62,Sim,Duarte S/A,30/12/2022,04/05/2049,94,2,Não,97236
327.084.591-04,Veículo,478846,171,2800.2690058479534,7.72,Sim,Cavalcanti Araújo S/A,06/02/2024,28/09/2046,31,1,Sim,95557
483.906.721-03,Veículo,78565,227,346.10132158590307,8.22,Sim,Sales,24/06/2020,12/10/2052,54,2,Sim,60485
412.653.807-08,Veículo,206277,241,855.9211618257261,8.08,Sim,Vieira Mendes e Filhos,16/12/2021,04/02/2052,49,11,Não,60833
839.056.714-84,Veículo,212738,180,1181.8777777777775,9.24,Sim,Ramos Ltda.,30/03/2024,27/11/2040,175,4,Sim,73240
419.720.683-69,Imóvel,719098,131,5489.297709923664,3.8,Sim,Rios,11/04/2022,12/10/2028,47,3,Não,43849
385.470.612-07,Imóvel,594095,270,2200.351851851852,2.69,Sim,Teixeira Vargas - EI,16/11/2023,05/02/2054,166,0,Sim,18893
854.672.190-49,Imóvel,650524,156,4170.025641025641,4.06,Sim,Machado,11/07/2022,27/07/2028,19,2,Não,99811
548.293.076-92,Imóvel,871248,122,7141.377049180328,1.74,Sim,Pacheco,28/11/2024,15/05/2029,118,7,Não,10576
983.065.421-42,Veículo,473997,247,1919.016194331984,5.92,Sim,Sousa Caldeira e Filhos,27/08/2020,20/04/2026,245,2,Não,80549
539.620.847-38,Imóvel,799917,249,3212.5180722891564,3.93,Sim,da Mota - ME,19/12/2020,13/07/2040,211,11,Sim,39842
694.201.537-70,Imóvel,597375,129,4630.813953488372,4.76,Sim,Albuquerque,11/12/2020,19/01/2051,105,11,Não,68518
294.758.160-11,Imóvel,755049,75,10067.32,2.52,Sim,Nogueira,02/02/2022,12/12/2031,1,3,Sim,47500
471.260.398-40,Veículo,53420,355,150.4788732394366,5.96,Sim,Andrade - EI,20/01/2024,11/09/2027,84,8,Não,15698
139.674.258-19,Veículo,252032,132,1909.3333333333333,7.05,Sim,Vargas - EI,08/04/2025,19/09/2025,17,5,Não,25166
849.735.201-79,Veículo,145636,21,6935.047619047619,7.85,Não,Oliveira S/A,25/03/2024,09/12/2040,21,1,Sim,24984
674.250.938-47,Imóvel,706714,155,4559.445161290322,3.96,Sim,Rios S/A,23/04/2025,04/01/2053,136,12,Sim,53651
