CPF	Tipo de Seguro	Seguradora	Valor da Cobertura	Número de Sinistros	Valor do Prêmio Mensal
567.124.309-25	Vida	Peixoto S/A	887874	5	812
961.728.034-50	Residencial	Moura S/A	308937	4	1005
851.709.246-58	Vida	das Neves Ltda.	753452	4	980
398.425.170-04	Residencial	Marques Dias Ltda.	288946	5	686
028.619.453-89	Residencial	da Mota Correia S.A.	331907	1	1092
130.846.279-40	Automóvel	Farias e Filhos	241419	2	365
476.035.918-48	Residencial	Oliveira	305298	4	926
156.072.938-40	Automóvel	Martins S.A.	411758	0	627
609.285.143-15	Automóvel	Silveira	192521	5	978
094.273.681-87	Automóvel	Nascimento	185857	0	399
842.705.396-74	Automóvel	Garcia	369824	4	1097
714.625.389-91	Vida	Camargo	786580	3	988
625.179.038-59	Residencial	Farias Cunha e Filhos	318172	0	827
852.910.367-02	Vida	Barbosa Rocha S/A	543994	5	1129
387.560.129-77	Automóvel	Leão Freitas - ME	153896	2	413
478.625.093-74	Automóvel	Borges Alves S.A.	188741	0	585
854.796.312-09	Vida	da Rocha Barros S.A.	869513	2	1035
375.921.846-64	Residencial	Ribeiro - ME	139115	0	787
072.345.681-07	Residencial	Pacheco Montenegro S/A	77139	2	1061
678.430.529-92	Automóvel	Machado	203138	4	1239
312.709.485-04	Vida	Moura Fonseca - EI	781630	0	321
561.490.283-05	Vida	Pimenta - EI	681662	5	774
429.310.678-22	Residencial	da Luz	375596	2	1138
426.801.593-06	Vida	Sales Abreu - EI	776426	3	831
053.176.982-86	Residencial	Aragão	409724	2	691
038.159.267-77	Vida	Lopes	991005	4	1008
234.706.581-53	Automóvel	Ramos Macedo Ltda.	334602	4	1130
946.230.785-74	Vida	Freitas Aragão S/A	908258	0	379
795.823.140-79	Automóvel	Dias Ltda.	117650	4	880
694.130.785-48	Residencial	Albuquerque	245779	4	741
369.048.251-89	Vida	Farias	914098	0	914
468.792.350-00	Residencial	Gonçalves Mendonça e Filhos	295251	5	1239
970.845.216-58	Automóvel	Gonçalves Leão - EI	206192	3	1092
495.631.270-99	Automóvel	Santos	144334	2	759
419.382.056-42	Vida	Araújo	626990	2	639
692.748.130-31	Automóvel	Sampaio	336655	5	1063
648.235.701-62	Vida	Mendes Cirino - ME	861922	2	690
812.954.703-14	Automóvel	Oliveira	169527	0	555
758.149.306-75	Residencial	Garcia	100640	3	790
628.107.945-02	Residencial	Viana Guerra S.A.	154306	5	1042
730.829.451-04	Residencial	Rodrigues	474862	1	636
972.135.860-68	Automóvel	Pimenta Duarte - ME	150087	4	1148
069.471.823-87	Automóvel	Peixoto da Cruz Ltda.	136536	5	710
576.320.981-86	Residencial	Siqueira	210454	3	857
981.637.045-00	Vida	Rocha - ME	534394	4	672
298.675.410-49	Vida	Novaes Silveira - ME	953776	2	544
306.912.758-40	Automóvel	Marques Ltda.	497891	0	783
480.915.276-67	Residencial	Costela	304885	5	1049
150.678.924-20	Automóvel	Fernandes	398307	4	738
478.206.513-26	Automóvel	da Mata	290583	4	504
329.654.701-07	Vida	Pinto e Filhos	726474	0	529
310.245.978-14	Residencial	da Paz e Filhos	86580	3	1005
496.728.503-10	Automóvel	Montenegro	469600	2	519
125.603.478-90	Residencial	Cardoso	87078	5	1201
952.801.364-33	Vida	Brito - ME	939148	1	912
039.278.416-50	Residencial	Dias - ME	145437	2	1039
859.672.041-30	Automóvel	Rocha	253324	1	1015
914.580.376-57	Vida	Araújo	925379	1	852
182.370.596-03	Automóvel	Ribeiro Azevedo S/A	347921	1	959
307.149.865-93	Vida	Barbosa Macedo e Filhos	530726	1	657
765.831.049-20	Vida	Carvalho Ltda.	926343	4	512
421.086.539-70	Vida	da Mata	514068	2	462
078.493.561-01	Automóvel	Rocha	204483	3	839
109.425.683-89	Residencial	Cavalcanti Sales - ME	376169	0	788
954.362.071-70	Residencial	Cavalcante Nunes S/A	281732	4	1163
621.854.309-98	Residencial	das Neves	450575	4	1029
504.732.891-05	Automóvel	Freitas	285078	0	862
395.104.762-34	Residencial	Fernandes Pastor S/A	332636	0	134
817.952.346-28	Residencial	Andrade S/A	483905	3	762
675.231.809-30	Automóvel	Novaes Pacheco e Filhos	418320	3	502
142.973.580-50	Vida	Ribeiro	597219	2	502
248.693.705-65	Automóvel	Rios S.A.	175346	4	721
495.063.781-93	Residencial	da Paz Ltda.	398041	0	955
458.170.623-80	Residencial	Cunha Ltda.	271871	0	794
460.512.389-05	Vida	Cardoso	918466	2	474
902.768.351-40	Automóvel	Freitas	291118	0	418
219.086.435-60	Residencial	Rios Moraes - EI	475546	1	333
674.980.132-31	Residencial	Abreu	423226	5	785
780.641.925-01	Vida	Carvalho - ME	890893	4	1362
809.276.153-12	Automóvel	Novais	433943	3	439
943.028.516-51	Residencial	Pimenta da Mata - EI	437594	0	573
127.908.463-40	Automóvel	Pastor	243522	3	418
526.093.187-40	Automóvel	Barbosa e Filhos	412178	3	806
472.839.156-64	Residencial	Castro S/A	440261	0	258
682.540.739-29	Automóvel	Câmara Santos e Filhos	398162	5	1453
179.542.386-28	Residencial	Sousa	270341	5	954
246.051.798-01	Vida	Lima	716064	2	982
893.276.051-95	Residencial	Camargo Cirino Ltda.	371127	4	1342
314.826.975-64	Residencial	Barbosa	481786	1	763
280.734.519-05	Vida	Lopes Moreira S/A	804507	3	591
265.981.473-28	Automóvel	da Mota Viana - ME	478037	5	905
185.063.294-42	Residencial	da Mota Melo - ME	246976	1	852
508.347.692-47	Automóvel	Cavalcanti Siqueira - ME	422191	1	499
135.402.986-06	Residencial	da Rosa	378803	1	287
109.348.562-06	Vida	Aparecida	848567	4	892
238.560.914-24	Automóvel	Freitas S/A	226570	2	995
025.687.394-10	Vida	Gomes S/A	802818	5	1051
167.025.493-34	Vida	Guerra Sales - EI	591698	4	667
853.210.946-24	Residencial	Moreira Ltda.	446608	2	1012
530.496.728-38	Automóvel	Sales Ltda.	243813	3	840
354.210.986-05	Vida	das Neves Gonçalves - ME	609043	0	138
619.572.308-86	Automóvel	Marques	260796	4	1305
634.951.708-39	Automóvel	Cavalcante	238440	2	603
532.741.098-60	Residencial	Marques	421048	5	1312
673.948.052-47	Vida	Cavalcanti	575065	1	404
068.573.942-29	Residencial	Almeida Nunes e Filhos	316806	3	742
472.596.801-30	Automóvel	Mendonça	123585	1	678
197.308.642-50	Vida	Monteiro	522519	2	507
921.837.540-79	Automóvel	Vargas - EI	64159	3	1204
940.152.367-34	Automóvel	Borges Ltda.	175427	2	533
518.629.037-86	Automóvel	da Paz Correia - EI	409181	0	812
091.378.524-50	Automóvel	Albuquerque	267848	3	603
310.957.264-80	Vida	Cunha	914040	5	1114
302.795.186-68	Residencial	Garcia Costa - ME	331462	0	558
861.294.307-87	Automóvel	da Rocha S/A	288352	0	523
754.031.629-25	Residencial	da Rocha Siqueira S/A	272224	4	1068
214.980.765-30	Automóvel	Sousa S.A.	162355	5	1394
352.984.607-47	Automóvel	Marques	140071	2	640
192.430.876-22	Residencial	Vieira - EI	154529	2	687
497.153.628-00	Residencial	da Luz	456504	5	1326
289.345.617-00	Vida	Almeida Freitas - ME	767146	4	1361
852.047.396-29	Automóvel	Cavalcanti - ME	209725	2	869
762.853.901-77	Automóvel	Vargas Fonseca e Filhos	415388	1	278
825.439.176-91	Residencial	da Cruz	222649	4	955
618.572.094-94	Automóvel	Rodrigues - EI	488183	4	569
194.865.320-60	Automóvel	Pastor Guerra Ltda.	137274	1	983
256.879.013-02	Residencial	das Neves	442007	2	618
492.376.850-92	Automóvel	Camargo Santos e Filhos	270396	1	568
237.408.965-74	Residencial	Rocha Leão S/A	386583	4	913
397.025.486-83	Vida	Teixeira Carvalho S.A.	944898	3	1092
840.172.659-01	Residencial	Ribeiro	364999	1	526
875.632.149-09	Residencial	Souza - ME	113913	0	323
872.043.956-38	Automóvel	Nogueira e Filhos	451853	4	957
369.842.105-42	Automóvel	Jesus Caldeira S.A.	140397	4	575
659.247.380-00	Automóvel	Araújo S/A	441738	5	1456
758.913.402-32	Residencial	Caldeira	437007	1	494
285.304.167-08	Residencial	Jesus Almeida - ME	470444	2	683
568.302.794-29	Automóvel	Marques	326206	5	1478
178.092.364-31	Automóvel	Machado - ME	185713	4	1371
768.954.130-57	Vida	Sampaio Oliveira S/A	597238	2	1191
405.869.172-76	Residencial	Campos Camargo - ME	201268	2	997
947.651.302-07	Residencial	Novais Fernandes Ltda.	70691	4	524
057.394.182-32	Residencial	Fogaça Ltda.	430612	5	952
031.875.692-77	Vida	da Luz	710187	5	637
185.409.326-60	Vida	Lima S/A	867066	0	388
547.812.903-88	Residencial	Viana Ltda.	381841	5	1105
192.083.546-60	Automóvel	Moraes Araújo S.A.	271189	0	550
217.305.496-16	Residencial	Dias Martins - EI	65518	4	976
594.628.730-38	Automóvel	Fernandes - ME	225913	4	693
760.583.942-10	Residencial	Fonseca S.A.	416114	5	1206
067.251.483-44	Vida	da Rocha	650431	3	746
607.953.821-03	Automóvel	Vargas	228767	3	863
234.569.180-89	Automóvel	Cassiano	433866	2	1090
790.581.346-01	Automóvel	Freitas Moraes Ltda.	442371	0	720
783.125.496-09	Residencial	Gonçalves	401733	3	800
786.405.219-30	Vida	Brito	732361	5	1036
835.207.691-40	Vida	da Rosa Nascimento - EI	559845	2	849
352.094.718-88	Vida	Gomes	961738	3	542
832.145.679-00	Automóvel	Moura - ME	461858	0	519
385.947.021-32	Automóvel	da Rosa Ltda.	414210	1	441
347.258.609-56	Vida	Melo	877806	2	521
604.795.213-52	Vida	Moreira - EI	726900	3	1210
341.297.865-55	Residencial	Nunes - EI	362548	5	1332
213.764.589-00	Residencial	Rezende da Paz S/A	323085	2	384
348.125.679-55	Automóvel	Aragão	307590	4	525
906.743.521-06	Automóvel	da Mata S.A.	343471	1	886
391.265.470-07	Vida	da Rosa	727033	1	387
015.386.742-62	Automóvel	Teixeira Abreu Ltda.	284520	5	1047
568.342.197-73	Vida	Azevedo	680429	2	378
928.301.456-15	Vida	Fonseca S/A	565970	1	674
196.327.584-55	Vida	Pacheco Rezende S/A	983370	3	1155
904.721.635-07	Vida	Cavalcanti	684796	2	1041
307.198.246-13	Vida	Cardoso - EI	911479	3	971
296.705.483-65	Residencial	Cunha da Costa e Filhos	341459	2	1036
927.048.315-05	Residencial	Sá S.A.	215033	0	235
481.705.396-84	Automóvel	Rezende e Filhos	60298	5	665
319.726.508-40	Vida	Casa Grande - ME	590349	5	1466
960.823.451-42	Automóvel	Farias	140911	3	1038
153.206.894-89	Residencial	Guerra - EI	323936	4	1100
504.261.873-26	Residencial	Monteiro	439147	0	391
124.869.350-70	Automóvel	Fonseca	144650	0	260
425.370.916-80	Vida	Marques	594768	2	348
174.658.093-39	Vida	Marques S/A	795330	4	1017
374.892.065-29	Vida	Lopes	942233	5	839
051.437.698-84	Residencial	Alves Campos S.A.	332900	0	207
654.813.729-91	Residencial	Vieira	206798	2	532
483.975.210-97	Residencial	Almeida das Neves - ME	109273	1	680
547.806.219-76	Vida	Rios	599306	2	315
851.023.746-80	Residencial	Sá	419386	1	999
368.051.492-15	Automóvel	Costa	399101	5	664
273.504.618-44	Vida	Gonçalves Ltda.	744419	5	1182
720.893.456-83	Automóvel	Nascimento Farias e Filhos	58167	5	1148
683.942.105-89	Vida	Câmara Ribeiro e Filhos	646548	1	421
902.754.618-58	Automóvel	Brito Ribeiro - ME	223834	5	874
609.238.415-98	Residencial	Pastor	161683	4	1241
058.623.791-77	Vida	Cirino Aparecida S/A	582576	2	567
086.125.947-58	Vida	Sousa Costa - ME	995009	4	1219
208.196.437-69	Vida	Marques	865137	4	1235
826.549.710-58	Automóvel	Dias - EI	278831	2	1019
928.450.361-24	Vida	da Cunha - EI	524753	1	654
856.329.704-00	Vida	Nunes Costela e Filhos	737729	1	916
934.785.102-79	Vida	Pereira Farias - ME	782009	1	865
149.687.305-00	Residencial	Jesus Ltda.	87464	3	965
870.459.231-04	Vida	Abreu	949995	5	963
035.286.197-59	Residencial	Brito	114103	0	226
031.268.475-44	Vida	Araújo - EI	510893	5	701
125.096.473-34	Residencial	Fonseca Almeida S.A.	304108	3	803
390.482.756-10	Residencial	Caldeira	88442	2	808
876.394.125-28	Residencial	Novaes da Rocha - EI	477575	4	1101
670.921.435-43	Automóvel	Duarte S/A	153021	0	590
273.451.680-26	Vida	Novais e Filhos	861347	3	1076
864.179.250-30	Automóvel	da Mata Cavalcante - EI	272033	2	416
427.138.506-90	Vida	Gomes Peixoto S.A.	748913	5	1004
602.438.517-07	Vida	Ferreira - EI	970050	4	1334
068.947.215-30	Automóvel	Vasconcelos Sá - EI	449414	2	1113
183.026.549-06	Automóvel	Monteiro Pereira S.A.	458952	0	939
103.982.647-40	Residencial	Costela	350256	5	981
293.740.168-69	Automóvel	Cirino	212272	5	1105
537.812.609-68	Automóvel	Farias Mendes Ltda.	439915	1	732
763.951.248-46	Automóvel	Oliveira Lopes S/A	97059	5	607
716.432.809-96	Automóvel	Moreira	446119	2	353
051.697.432-70	Automóvel	Farias	487344	5	1298
506.941.378-39	Automóvel	Freitas S/A	265933	0	825
679.453.120-80	Automóvel	Costela	383065	3	865
198.345.602-06	Vida	Cavalcante	924152	5	919
971.246.850-01	Vida	Martins	980135	5	657
609.138.725-12	Automóvel	Rodrigues	398850	3	1127
812.493.056-24	Vida	Duarte	577553	1	446
937.210.456-61	Vida	Aragão	578962	5	751
324.756.981-28	Vida	Barbosa Machado S/A	975745	1	368
482.305.769-47	Vida	Sá	579834	5	889
107.524.683-08	Automóvel	Freitas Ltda.	453558	3	592
917.345.028-60	Automóvel	Oliveira Macedo - EI	375964	5	1214
069.271.458-85	Residencial	Farias	453365	2	1181
578.142.906-94	Automóvel	Moraes Lopes S.A.	56853	4	1248
507.618.329-12	Automóvel	Moreira Ltda.	393546	3	1001
387.120.469-22	Residencial	Macedo	185351	3	482
471.982.635-00	Vida	Rios	657980	5	1203
209.486.531-24	Residencial	da Costa	329944	0	947
154.962.807-02	Vida	Teixeira Aparecida S/A	896986	3	548
128.045.673-62	Vida	Abreu Freitas - ME	622834	4	1248
693.471.582-91	Vida	Nascimento	601865	0	527
028.471.596-49	Automóvel	Casa Grande Albuquerque S/A	186683	3	424
571.438.209-97	Automóvel	Aragão Garcia e Filhos	438786	0	816
890.254.371-41	Vida	Dias Abreu - EI	978260	4	1086
245.836.017-35	Automóvel	Silva e Filhos	64205	2	775
904.528.671-85	Residencial	Leão	53623	5	769
785.912.634-64	Residencial	Dias Ltda.	377733	1	535
792.564.018-94	Automóvel	da Rocha	234219	3	946
097.132.456-52	Vida	Melo da Mota Ltda.	680587	5	605
048.297.651-94	Residencial	Martins Garcia - ME	116025	4	819
368.512.407-26	Residencial	Mendonça Gonçalves Ltda.	281831	5	643
861.792.453-55	Residencial	da Cruz Alves - EI	215818	3	558
067.831.459-48	Automóvel	Cassiano	295027	1	630
910.456.278-01	Vida	Fogaça S.A.	852258	0	937
892.145.703-88	Residencial	Mendes	168105	4	1252
471.689.235-28	Residencial	Castro Ferreira S.A.	63646	4	550
763.921.805-59	Vida	Moura S/A	962445	5	686
175.432.860-17	Residencial	Abreu da Conceição S/A	104316	0	835
107.439.652-99	Automóvel	Silva Sales e Filhos	112740	5	815
859.140.267-76	Automóvel	Garcia	291703	1	498
356.029.748-65	Residencial	Casa Grande	470419	3	592
673.241.580-80	Automóvel	Moraes	140505	3	983
014.387.569-84	Automóvel	Farias - ME	498515	5	700
842.076.139-78	Automóvel	Rocha S.A.	386538	5	1288
731.694.582-64	Vida	Sales Ltda.	853686	0	503
091.786.532-40	Residencial	Duarte	241906	2	762
389.425.076-38	Residencial	Mendonça	418338	1	546
401.576.293-25	Vida	Silveira Dias S.A.	612648	5	639
754.629.831-82	Vida	Sales Caldeira Ltda.	702465	3	480
023.875.946-65	Residencial	Pastor	408979	4	500
248.351.790-05	Automóvel	da Rosa	286795	2	1008
475.216.398-55	Automóvel	Andrade Pinto - ME	375907	4	849
870.564.319-84	Automóvel	Pires Silveira Ltda.	317627	2	442
792.150.483-32	Automóvel	Pinto	217753	0	903
805.976.214-11	Vida	Peixoto e Filhos	657871	2	1151
307.689.142-13	Residencial	Souza Viana Ltda.	405412	4	505
430.981.526-05	Vida	Rocha	568206	1	432
759.380.462-38	Vida	Campos	887386	1	303
148.627.059-01	Automóvel	Guerra	171344	0	215
921.348.607-31	Automóvel	da Mota	54529	2	1003
247.518.936-37	Residencial	Pacheco	164033	2	1094
869.235.107-59	Automóvel	Martins Araújo - ME	273071	1	1056
768.549.021-85	Vida	Lima	828242	3	920
493.867.051-84	Residencial	Aparecida S.A.	128230	1	674
265.801.734-08	Automóvel	Costa	376849	3	438
613.845.079-57	Vida	Oliveira	812852	4	1284
648.297.503-83	Vida	Ribeiro da Rocha S.A.	813018	1	1068
108.462.753-17	Automóvel	Peixoto	457406	3	902
732.908.456-56	Automóvel	Macedo	111529	4	997
902.763.548-00	Automóvel	Machado	429538	4	1242
865.930.712-77	Vida	Araújo - ME	891437	5	637
516.374.829-73	Residencial	Alves - ME	163134	4	939
015.638.794-84	Residencial	Carvalho	398968	0	366
756.390.148-57	Residencial	Teixeira	445223	4	700
704.568.123-26	Vida	Brito Viana e Filhos	666620	2	804
982.035.416-15	Automóvel	Garcia	400847	1	697
689.137.420-04	Residencial	Garcia Vasconcelos S/A	172234	2	1080
592.713.860-86	Vida	Aparecida	556952	4	901
765.804.293-56	Automóvel	Novais	319151	3	423
365.978.120-77	Residencial	Moraes	58231	1	620
379.681.502-21	Vida	da Cunha	697142	2	1166
520.918.476-58	Automóvel	Pinto da Rocha - ME	199618	0	277
786.403.129-31	Vida	Moreira Costela Ltda.	785125	0	154
542.608.973-65	Residencial	da Rocha Guerra S/A	435538	3	511
502.348.179-41	Vida	Correia - EI	651305	5	802
596.187.042-11	Residencial	Casa Grande	252756	1	1031
910.785.642-30	Automóvel	Santos	87906	5	836
250.491.678-76	Residencial	Lopes	88737	1	858
241.563.780-71	Residencial	Moura S.A.	276876	0	384
768.519.043-57	Vida	Duarte	696059	0	322
485.739.621-19	Vida	Souza S/A	814925	0	546
216.358.907-21	Vida	Moraes Ltda.	837028	5	701
379.856.104-48	Automóvel	Araújo Freitas Ltda.	352562	1	830
952.736.018-86	Automóvel	Ribeiro	145327	0	162
584.312.760-53	Automóvel	Leão Novaes - ME	375755	1	887
024.765.931-25	Vida	Jesus	581369	5	1332
873.592.614-73	Residencial	da Cunha	444723	5	1303
365.420.981-51	Automóvel	Oliveira Vargas S/A	289252	2	951
957.068.123-30	Residencial	Teixeira S/A	461502	2	587
093.654.871-10	Automóvel	Vasconcelos	408883	1	314
904.231.675-61	Residencial	Leão	308990	2	486
351.690.724-06	Residencial	Carvalho	467828	0	256
089.367.251-30	Vida	Rocha	776411	4	1344
947.082.316-87	Vida	Rocha	997789	2	744
781.240.695-49	Vida	Lopes Nascimento e Filhos	859217	0	164
423.857.106-17	Automóvel	Barbosa	289638	3	713
084.751.936-84	Automóvel	Ribeiro	263233	3	1252
537.682.419-55	Residencial	Barros da Cruz Ltda.	82193	4	996
249.501.786-01	Automóvel	Albuquerque	251345	5	1290
062.935.418-98	Vida	Gomes	978173	4	1000
023.541.897-88	Residencial	Cassiano Duarte S/A	418345	1	925
317.592.064-07	Residencial	Teixeira Novaes S/A	274823	1	901
326.145.798-82	Automóvel	Sá	391758	3	460
980.726.154-67	Automóvel	Pacheco	324901	5	1074
975.801.346-75	Automóvel	Pinto	470400	1	317
720.649.835-38	Vida	Gonçalves Vieira e Filhos	527478	5	715
190.476.352-99	Automóvel	Ferreira	146426	3	1111
160.358.974-01	Automóvel	da Mata	272211	4	1241
947.380.251-04	Vida	Novais Siqueira - ME	998931	0	626
316.952.748-73	Automóvel	Rocha	255543	2	627
350.879.261-77	Residencial	Farias - EI	494311	5	652
726.804.519-02	Residencial	Marques Gonçalves - ME	189455	4	674
780.531.924-32	Automóvel	Farias e Filhos	135531	0	306
521.346.098-42	Automóvel	Montenegro	389282	1	697
261.395.480-98	Automóvel	Gomes Brito S.A.	217051	0	182
752.189.640-85	Automóvel	Abreu - EI	370645	0	461
682.034.971-87	Residencial	Jesus	412334	1	821
123.640.957-43	Vida	Marques Montenegro S/A	538095	5	913
931.076.425-25	Residencial	Aparecida	452932	2	1122
431.592.860-70	Automóvel	Novaes e Filhos	497279	3	1062
745.028.169-49	Residencial	Brito	318783	4	1106
709.123.846-03	Automóvel	Duarte S.A.	77776	0	629
319.260.584-70	Automóvel	Pinto Pacheco Ltda.	216164	3	731
120.354.879-60	Vida	Machado	772262	2	1177
253.180.479-04	Vida	Barros	640063	5	1037
963.875.204-10	Automóvel	Freitas	211465	3	646
146.790.385-00	Vida	Viana Marques S/A	895123	1	480
639.075.841-39	Automóvel	Souza	154841	2	1091
235.176.840-07	Automóvel	Rios	189113	0	433
241.968.035-98	Residencial	Viana	343088	5	1068
840.279.315-05	Automóvel	Pires	66723	0	134
380.574.962-74	Vida	Freitas e Filhos	973096	0	234
023.657.481-71	Residencial	da Rocha	400730	5	1367
567.248.901-01	Automóvel	Cavalcanti	342882	3	666
962.140.537-80	Residencial	Lopes	50500	5	663
362.915.480-89	Automóvel	da Mata	406038	3	1183
653.248.179-37	Vida	Campos	577010	0	112
672.195.480-01	Automóvel	da Cruz S.A.	234314	0	816
578.930.216-59	Residencial	Nascimento	314337	4	1366
713.659.408-10	Residencial	Farias	351788	5	736
653.219.407-70	Vida	Sá	673163	3	676
793.108.426-87	Vida	Cavalcante	808514	3	918
536.871.940-00	Residencial	Alves	322307	4	694
368.510.492-60	Automóvel	da Mata	260938	5	1128
410.856.729-30	Automóvel	Cardoso - ME	122001	1	489
546.078.193-01	Vida	da Mata	907209	1	602
863.912.405-15	Vida	Moreira	690424	5	1259
690.831.542-89	Vida	Pastor	928836	4	905
482.951.673-91	Residencial	da Mata	417229	4	1200
703.152.469-52	Automóvel	Lopes	182005	1	792
756.912.430-80	Automóvel	Câmara da Rosa S.A.	109942	1	222
609.823.457-47	Automóvel	Aparecida	71536	5	1121
238.960.457-92	Residencial	Duarte da Mata S/A	222923	4	1294
916.823.504-60	Automóvel	Melo	330428	0	951
946.857.123-82	Residencial	Cardoso	281925	0	526
573.692.180-40	Automóvel	Nascimento	120690	0	725
864.259.701-11	Automóvel	Souza Silva S.A.	400100	1	380
942.713.658-82	Vida	Cavalcante Ltda.	934134	4	873
407.653.219-80	Automóvel	Cavalcanti	91956	2	622
643.089.271-96	Vida	Dias Peixoto - EI	716079	5	749
439.106.258-51	Vida	da Mata - ME	767988	0	292
150.963.427-43	Vida	Rodrigues	847745	3	1294
236.819.754-00	Vida	Porto e Filhos	997688	0	955
835.147.609-93	Automóvel	Silva	351624	0	492
752.134.896-64	Automóvel	Cavalcanti Azevedo S/A	292052	2	1194
920.186.543-06	Automóvel	Nascimento	74951	5	1176
203.851.497-60	Residencial	Monteiro	265127	3	805
695.241.083-05	Automóvel	Martins Novais S.A.	258699	5	1438
927.643.501-80	Vida	Abreu	821893	3	1118
286.341.970-69	Vida	Sampaio	759980	4	1277
724.358.610-44	Vida	Sampaio	818988	2	437
437.502.186-17	Residencial	Rios Novaes S/A	201539	1	1096
647.128.035-17	Automóvel	Vasconcelos S/A	394021	0	118
642.357.910-52	Residencial	Campos	300248	1	665
